STATUS|SM_RECORD|CO_ITEM|LOC|SHIPDATE|SCHEDSHIPDATE|SCHEDARRIVDATE|CO_ORDERID|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|U_DMDGROUP_CODE|VL_ORDERID|LOADID|VLL_DEST|VLL_SOURCE|VLL_QTY|VLL_ITEM|ASSIGNED_PLANT|U_OVERALLSTS|P1
2|67035|4055RUPLUS|6101054110|2016-02-18|2016-02-18|2016-02-18|3019526784000040|570|Z1AA|Z2|ISS|3019526784000040|3657020984000010|6101054110|USFD|570|4055RUPLUS|USFD|A|0
2|67135|4055RUPLUS|6101057849|2016-02-16|2016-02-16|2016-02-16|3019526266000040|570|Z1AA|Z2|ISS|3019526266000040|3657018346000010|6101057849|US8X|570|4055RUPLUS|US8X|A|0
2|67140|4055RUPLUS|6101057849|2016-02-20|2016-02-20|2016-02-20|3019526266000230|570|Z1AA|Z2|ISS|3019526266000230|3657018350000010|6101057849|US8X|570|4055RUPLUS|US8X|A|0
2|67195|4055RUPLUS|6101061291|2016-02-16|2016-02-16|2016-02-16|3019430425000010|570|Z1AA|Z2|ISS|3019430425000010|3657040470000010|6101061291|US1Q|570|4055RUPLUS|US1Q|A|0
2|6746|4055RUPLUS|4000090683|2016-02-16|2016-02-16|2016-02-16|3019526581000120|570|Z1AA|Z1|CPU|3019526581000120|3657001550000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0
2|6746|4055RUPLUS|4000090683|2016-02-16|2016-02-16|2016-02-16|3019526581000670|570|Z1AA|Z1|CPU|3019526581000670|3657001564000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0
2|7151|4055RUPLUS|4000093579|2016-02-15|2016-02-15|2016-02-15|3019541750000001|285|Z1AA|Z2|ISS|3019541750000001|3657024500000010|4000093579|USE1|285|4055RUPLUS|USE1|A|0
2|7325|4055RUPLUS|4000095359|2016-02-15|2016-02-15|2016-02-15|3019526599000010|570|Z1AA|Z2|ISS|3019526599000010|3657024134000010|4000095359|USG8|570|4055RUPLUS|USG8|A|0
2|7360|4055RUPLUS|4000095363|2016-02-17|2016-02-16|2016-02-17|3019526712000230|570|Z1AA|Z2|ISS|3019526712000230|3657019917000010|4000095363|UT18|570|4055RUPLUS|UT18|A|0
2|7479|4055RUPLUS|4000095889|2016-02-19|2016-02-19|2016-02-19|3019528209000060|570|Z1AA|Z2|ISS|3019528209000060|3657031654000010|4000095889|USXP|570|4055RUPLUS|USXP|A|0
2|7756|4055RUPLUS|4000097838|2016-02-17|2016-02-17|2016-02-17|3019555754000010|570|Z1AA|Z2|ISS|3019555754000010|3657041304000010|4000097838|USXJ|570|4055RUPLUS|USXJ|A|0
2|9356|4055RUPLUS|4000112833|2016-02-16|2016-02-16|2016-02-16|3019540761000010|570|Z1AA|Z2|ISS|3019540761000010|3657030921000010|4000112833|UT74|570|4055RUPLUS|UT74|A|0
2|9370|4055RUPLUS|4000113666|2016-02-16|2016-02-16|2016-02-16|3019526737000040|570|Z1AA|Z2|ISS|3019526737000040|3657035450000010|4000113666|USA7|570|4055RUPLUS|USA7|A|0
2|9465|4055RUPLUS|4000114102|2016-02-16|2016-02-15|2016-02-16|3019524452000001|570|Z1AA|Z2|ISS|3019524452000001|3657024050000010|4000114102|USXG|570|4055RUPLUS|USXG|A|0
0|0|4055RUNEW|4000114384|2016-02-15|2016-02-14|2016-02-15|3019524566000010|280|Z1AA|Z1|CPU|3019524566000010|3656999701000010|4000114384|USCE|280|4055RUNEW||A|0
2|152|4055RUNEW|4000114384|2016-02-22|2016-02-21|2016-02-22|3019527419000010|280|Z1AA|Z1|CPU|3019527419000010|3657005229000010|4000114384|USCE|280|4055RUNEW|USCE|A|0
2|152|4055RUNEW|4000114384|2016-02-22|2016-02-21|2016-02-22|3019527406000010|280|Z1AA|Z1|CPU|3019527406000010|3657005230000010|4000114384|USCE|280|4055RUNEW|USCE|A|0
2|152|4055RUNEW|4000114384|2016-02-22|2016-02-21|2016-02-22|3019527411000010|280|Z1AA|Z1|CPU|3019527411000010|3657005232000010|4000114384|USCE|280|4055RUNEW|USCE|A|0
2|7777|4055RUPLUS|4000098001|2016-02-16|2016-02-16|2016-02-16|3019528364000220|570|Z1AA|Z2|ISS|3019528364000220|3657029794000010|4000098001|USA3|570|4055RUPLUS|USA3|A|0
2|7779|4055RUPLUS|4000098001|2016-02-18|2016-02-18|2016-02-18|3019528364000140|570|Z1AA|Z2|ISS|3019528364000140|3657029798000010|4000098001|USA3|570|4055RUPLUS|USA3|A|0
2|7983|4055RUPLUS|4000099737|2016-02-15|2016-02-15|2016-02-15|3019549366000010|570|Z1AA|Z2|ISS|3019549366000010|3657042838000010|4000099737|UT2J|570|4055RUPLUS|UT2J|A|0
2|8145|4055RUPLUS|4000100780|2016-02-16|2016-02-16|2016-02-16|3019295558000010|570|Z1AA|Z2|ISS|3019295558000010|3657030758000010|4000100780|USA6|570|4055RUPLUS|USA6|A|0
2|8145|4055RUPLUS|4000100780|2016-02-16|2016-02-16|2016-02-16|3019295554000010|570|Z1AA|Z2|ISS|3019295554000010|3657030828000010|4000100780|USA6|570|4055RUPLUS|USA6|A|0
2|64473|4055RUPLUS|6100789980|2016-02-17|2016-02-17|2016-02-17|3019526853000290|570|Z1AA|Z2|ISS|3019526853000290|3657041450000010|6100789980|USYH|570|4055RUPLUS|USYH|A|0
2|64485|4055RUPLUS|6100790111|2016-02-16|2016-02-16|2016-02-16|3019526556000020|570|Z1AA|Z1|CPU|3019526556000020|3657001490000010|6100790111|UT32|570|4055RUPLUS|UT32|A|0
2|64496|4055RUPLUS|6100790969|2016-02-17|2016-02-16|2016-02-17|3019528171000040|570|Z1AA|Z2|ISS|3019528171000040|3657031013000010|6100790969|UT74|570|4055RUPLUS|UT74|A|0
2|64496|4055RUPLUS|6100790969|2016-02-17|2016-02-16|2016-02-17|3019528171000050|570|Z1AA|Z2|ISS|3019528171000050|3657031014000010|6100790969|UT74|570|4055RUPLUS|UT74|A|0
2|64563|4055RUPLUS|6100793074|2016-02-16|2016-02-16|2016-02-16|3019527559002340|570|Z1AA|Z2|ISS|3019527559002340|3657019145000010|6100793074|USWT|570|4055RUPLUS|USWT|A|0
2|64565|4055RUPLUS|6100793074|2016-02-17|2016-02-17|2016-02-17|3019527559002100|570|Z1AA|Z2|ISS|3019527559002100|3657019146000010|6100793074|USWT|570|4055RUPLUS|USWT|A|0
0|0|4055RUPLUS|6100793074|2016-02-20|2016-02-20|2016-02-20|3019527559002180|570|Z1AA|Z2|ISS|3019527559002180|3657019154000010|6100793074|USWT|570|4055RUPLUS||A|0
2|64606|4055RUPLUS|6100795606|2016-02-17|2016-02-17|2016-02-17|3019527365000010|570|Z1AA|Z2|ISS|3019527365000010|3657041069000010|6100795606|USIE|570|4055RUPLUS|USIE|A|0
2|64808|4055RUPLUS|6101003407|2016-02-15|2016-02-15|2016-02-15|3018818506000820|570|Z1AA|Z2|ISS|3018818506000820|3657033112000010|6101003407|UT35|570|4055RUPLUS|UT35|A|0
2|64808|4055RUPLUS|6101003407|2016-02-15|2016-02-15|2016-02-15|3018818506000830|570|Z1AA|Z2|ISS|3018818506000830|3657033113000010|6101003407|UT35|570|4055RUPLUS|UT35|A|0
2|64827|4055RUPLUS|6101003498|2016-02-18|2016-02-18|2016-02-18|3019532965000004|570|Z1AA|Z2|ISS|3019532965000004|3657018532000010|6101003498|USQ8|570|4055RUPLUS|USQ8|A|0
2|2247|4055RUPLUS|4000034515|2016-02-17|2016-02-17|2016-02-17|3019485404000200|570|Z1AA|Z2|ISS|3019485404000200|3657017165000010|4000034515|UT29|570|4055RUPLUS|UT29|A|0
2|2247|4055RUPLUS|4000034515|2016-02-17|2016-02-17|2016-02-17|3019485404000220|570|Z1AA|Z2|ISS|3019485404000220|3657017167000010|4000034515|UT29|570|4055RUPLUS|UT29|A|0
2|2247|4055RUPLUS|4000034515|2016-02-17|2016-02-17|2016-02-17|3019485404000230|570|Z1AA|Z2|ISS|3019485404000230|3657017168000010|4000034515|UT29|570|4055RUPLUS|UT29|A|0
2|2249|4055RUPLUS|4000034515|2016-02-19|2016-02-19|2016-02-19|3019485404000300|570|Z1AA|Z2|ISS|3019485404000300|3657017178000010|4000034515|UT29|570|4055RUPLUS|UT29|A|0
2|2286|4055RUPLUS|4000035742|2016-02-15|2016-02-15|2016-02-15|3019394113000003|570|Z1AA|Z2|ISS|3019394113000003|3657018368000010|4000035742|USQ4|570|4055RUPLUS|USQ4|A|0
2|2352|4055RUPLUS|4000039707|2016-02-15|2016-02-15|2016-02-15|3019507559000010|570|Z1AA|Z2|ISS|3019507559000010|3657042997000010|4000039707|US2N|570|4055RUPLUS|US2N|A|0
2|2403|4055RUPLUS|4000040275|2016-02-19|2016-02-19|2016-02-19|3019557703000010|570|Z1AA|Z1|CPU|3019557703000010|3657042890000010|4000040275|USE1|570|4055RUPLUS|USE1|A|0
0|0|4055RUPLUS|4000041228|2016-02-15|2016-02-15|2016-02-15|3019527402000050|570|Z1AA|Z2|ISS|3019527402000050|3657030290000010|4000041228|USOW|570|4055RUPLUS||A|0
2|2569|4055RUPLUS|4000047119|2016-02-17|2016-02-16|2016-02-17|3019527658000050|340|Z1AA|Z2|ISS|3019527658000050|3657041633000010|4000047119|USB5|340|4055RUPLUS|USB5|A|0
2|2652|4055RUPLUS|4000048676|2016-02-15|2016-02-15|2016-02-15|3019527119000080|570|Z1AA|Z2|ISS|3019527119000080|3657024172000010|4000048676|USYX|570|4055RUPLUS|USYX|A|0
2|2653|4055RUPLUS|4000048676|2016-02-16|2016-02-16|2016-02-16|3019527119000110|570|Z1AA|Z2|ISS|3019527119000110|3657031699000010|4000048676|USYX|570|4055RUPLUS|USYX|A|0
2|2655|4055RUPLUS|4000048676|2016-02-18|2016-02-18|2016-02-18|3019527119000140|570|Z1AA|Z2|ISS|3019527119000140|3657031702000010|4000048676|USYX|570|4055RUPLUS|USYX|A|0
2|2656|4055RUPLUS|4000048676|2016-02-19|2016-02-19|2016-02-19|3019527119000170|570|Z1AA|Z2|ISS|3019527119000170|3657031705000010|4000048676|USYX|570|4055RUPLUS|USYX|A|0
2|2695|4055RUPLUS|4000049361|2016-02-18|2016-02-18|2016-02-18|3019549891000010|570|Z1AA|Z1|CPU|3019549891000010|3657031808000010|4000049361|USKZ|570|4055RUPLUS|USKZ|A|0
2|2845|4055RUPLUS|4000051474|2016-02-17|2016-02-16|2016-02-17|3019527809000030|570|Z1AA|Z2|ISS|3019527809000030|3657035319000010|4000051474|USMN|570|4055RUPLUS|USMN|A|0
2|2867|4055RUPLUS|4000051503|2016-02-16|2016-02-16|2016-02-16|3019527108000040|500|Z1AA|Z2|ISS|3019527108000040|3657035184000010|4000051503|USZY|500|4055RUPLUS|USZY|A|0
2|2896|4055RUPLUS|4000052405|2016-02-16|2016-02-16|2016-02-16|3019526439000010|570|Z1AA|Z2|ISS|3019526439000010|3657035751000010|4000052405|USA8|570|4055RUPLUS|USA8|A|0
2|1168|4055RUPLUS|3000147629|2016-02-16|2016-02-16|2016-02-16|3019546225000010|570|Z1AA|Z2|ISS|3019546225000010|3657035729000010|3000147629|USVI|570|4055RUPLUS|USVI|A|0
2|1225|4055RUPLUS|3000153363|2016-02-15|2016-02-15|2016-02-15|3019540392000010|570|Z1AA|Z1|CPU|3019540392000010|3657018921000010|3000153363|USMR|570|4055RUPLUS|USMR|A|0
2|1458|4055RUPLUS|4000001524|2016-02-19|2016-02-19|2016-02-19|3019527456000380|570|Z1AA|Z1|CPU|3019527456000380|3657005474000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0
2|1459|4055RUPLUS|4000001524|2016-02-20|2016-02-20|2016-02-20|3019527456000400|570|Z1AA|Z1|CPU|3019527456000400|3657005490000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0
2|1459|4055RUPLUS|4000001524|2016-02-20|2016-02-20|2016-02-20|3019527456000420|570|Z1AA|Z1|CPU|3019527456000420|3657005497000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0
2|1565|4055RUPLUS|4000002655|2016-02-16|2016-02-16|2016-02-16|3019527421000950|570|Z1AA|Z2|ISS|3019527421000950|3657036078000010|4000002655|USIL|570|4055RUPLUS|USIL|A|0
0|0|4055RUPLUS|4000011185|2016-02-15|2016-02-14|2016-02-15|3019527138000010|570|Z1AA|Z1|CPU|3019527138000010|3657005246000010|4000011185|UT74|570|4055RUPLUS||A|0
2|1712|4055RUPLUS|4000011185|2016-02-19|2016-02-18|2016-02-19|3019527138000190|570|Z1AA|Z1|CPU|3019527138000190|3657005274000010|4000011185|UT74|570|4055RUPLUS|UT74|A|0
2|1765|4055RUPLUS|4000013758|2016-02-17|2016-02-17|2016-02-17|3019527362000090|562|Z1AA|Z2|ISS|3019527362000090|3657041365000010|4000013758|USYH|562|4055RUPLUS|USYH|A|0
2|68461|4055RUPLUSPS|4000021884|2016-02-17|2016-02-17|2016-02-17|3019514664000001|240|Z1AA|Z2|ISS|3019514664000001|3657010491000010|4000021884|US8R|240|4055RUPLUSPS|US8R|A|0
2|2000|4055RUPLUS|4000025547|2016-02-16|2016-02-16|2016-02-16|3019526379000330|570|Z1AA|Z2|ISS|3019526379000330|3657020132000010|4000025547|USQ4|570|4055RUPLUS|USQ4|A|0
2|2106|4055RUPLUS|4000029633|2016-02-17|2016-02-17|2016-02-17|3019528252000002|570|Z1AA|Z2|ISS|3019528252000002|3657018477000010|4000029633|USQ8|570|4055RUPLUS|USQ8|A|0
2|8204|4055RUPLUS|4000101030|2016-02-16|2016-02-16|2016-02-16|3019527591000080|570|Z1AA|Z1|CPU|3019527591000080|3657005428000010|4000101030|US8R|570|4055RUPLUS|US8R|A|0
2|8244|4055RUPLUS|4000101338|2016-02-16|2016-02-16|2016-02-16|3019541791000010|536|Z1AA|Z2|ISS|3019541791000010|3657040481000010|4000101338|US85|536|4055RUPLUS|US85|A|0
2|177|4055RUNEW|4000120457|2016-02-18|2016-02-17|2016-02-18|3019555946000010|320|Z1AA|Z1|CPU|3019555946000010|3657040934000010|4000120457|USCE|320|4055RUNEW|USCE|A|0
2|10561|4055RUPLUS|4000120462|2016-02-16|2016-02-16|2016-02-16|3019527369000080|570|Z1AA|Z2|ISS|3019527369000080|3657035390000010|4000120462|USA8|570|4055RUPLUS|USA8|A|0
2|10809|4055RUPLUS|4000123125|2016-02-18|2016-02-18|2016-02-18|3019527537000060|570|Z1AA|Z2|ISS|3019527537000060|3657032177000010|4000123125|USWC|570|4055RUPLUS|USWC|A|0
0|0|4055RUNEW|4000114384|2016-02-29|2016-02-28|2016-02-29|3019552248000010|280|Z1AA|Z1|CPU|3019552248000010|3657038941000010|4000114384|USCE|280|4055RUNEW||A|0
0|0|4055RUNEW|4000114384|2016-02-29|2016-02-28|2016-02-29|3019552244000010|280|Z1AA|Z1|CPU|3019552244000010|3657038959000010|4000114384|USCE|280|4055RUNEW||A|0
0|0|4055RUNEW|4000114386|2016-02-15|2016-02-14|2016-02-15|3019523714000010|280|Z1AA|Z1|CPU|3019523714000010|3656998888000010|4000114386|USCE|280|4055RUNEW||A|0
0|0|4055RUNEW|4000114386|2016-02-15|2016-02-14|2016-02-15|3019523720000010|280|Z1AA|Z1|CPU|3019523720000010|3656998889000010|4000114386|USCE|280|4055RUNEW||A|0
0|0|4055RUNEW|4000114386|2016-02-15|2016-02-14|2016-02-15|3019523733000010|280|Z1AA|Z1|CPU|3019523733000010|3656998890000010|4000114386|USCE|280|4055RUNEW||A|0
2|164|4055RUNEW|4000114391|2016-02-17|2016-02-16|2016-02-17|3019560052000010|300|Z1AA|Z1|CPU|3019560052000010|3657045183000010|4000114391|USCE|300|4055RUNEW|USCE|A|0
2|164|4055RUNEW|4000114391|2016-02-17|2016-02-16|2016-02-17|3019560115000010|300|Z1AA|Z1|CPU|3019560115000010|3657045207000010|4000114391|USCE|300|4055RUNEW|USCE|A|0
2|9750|4055RUPLUS|4000115965|2016-02-16|2016-02-16|2016-02-16|3019540462000010|570|Z1AA|Z2|ISS|3019540462000010|3657035290000010|4000115965|USA7|570|4055RUPLUS|USA7|A|0
2|9976|4055RUPLUS|4000116811|2016-02-15|2016-02-15|2016-02-15|3019549893000001|570|Z1AA|Z2|ISS|3019549893000001|3657032390000010|4000116811|USG5|570|4055RUPLUS|USG5|A|0
2|10005|4055RUPLUS|4000116979|2016-02-15|2016-02-15|2016-02-15|3019484196000010|570|Z1AA|Z2|ISS|3019484196000010|3657024817000010|4000116979|USOR|570|4055RUPLUS|USOR|A|0
2|10090|4055RUPLUS|4000117451|2016-02-17|2016-02-17|2016-02-17|3019404449000008|570|Z1AA|Z2|ISS|3019404449000008|3656935391000010|4000117451|USFK|570|4055RUPLUS|USFK|A|0
2|10093|4055RUPLUS|4000117451|2016-02-24|2016-02-24|2016-02-24|3019404449000011|570|Z1AA|Z2|ISS|3019404449000011|3656935394000010|4000117451|USFK|570|4055RUPLUS|USFK|A|0
2|30752|4055RUPLUS|4000223529|2016-02-17|2016-02-17|2016-02-17|3019528396000020|570|Z1AA|Z2|ISS|3019528396000020|3657031862000010|4000223529|USWL|570|4055RUPLUS|USWL|A|0
2|30868|4055RUPLUS|4000224075|2016-02-19|2016-02-19|2016-02-19|3019528383000020|14|Z1AA|Z1|CPU|3019528383000020|3657006009000010|4000224075|USG5|14|4055RUPLUS|USG5|A|0
2|31087|4055RUPLUS|4000225173|2016-02-16|2016-02-15|2016-02-16|3019541333000010|128|Z1AA|Z2|ISS|3019541333000010|3657030811000010|4000225173|UT85|128|4055RUPLUS|UT85|A|0
2|31510|4055RUPLUS|4000226549|2016-02-17|2016-02-17|2016-02-17|3019539863000010|570|Z1AA|Z2|ISS|3019539863000010|3657041215000010|4000226549|USIK|570|4055RUPLUS|USIK|A|0
2|31592|4055RUPLUS|4000226804|2016-02-15|2016-02-15|2016-02-15|3019500121000010|570|Z1AA|Z2|ISS|3019500121000010|3657018837000010|4000226804|UT52|570|4055RUPLUS|UT52|A|0
2|7391|4055RUPLUS|4000095371|2016-02-15|2016-02-15|2016-02-15|3019441508000040|570|Z1AA|Z2|ISS|3019441508000040|3657019210000010|4000095371|USYL|570|4055RUPLUS|USYL|A|0
2|7394|4055RUPLUS|4000095371|2016-02-18|2016-02-18|2016-02-18|3019441508000020|570|Z1AA|Z2|ISS|3019441508000020|3657030749000010|4000095371|USYL|570|4055RUPLUS|USYL|A|0
2|7476|4055RUPLUS|4000095889|2016-02-16|2016-02-16|2016-02-16|3019528209000020|570|Z1AA|Z2|ISS|3019528209000020|3657031649000010|4000095889|USXP|570|4055RUPLUS|USXP|A|0
2|7478|4055RUPLUS|4000095889|2016-02-18|2016-02-18|2016-02-18|3019528209000050|570|Z1AA|Z2|ISS|3019528209000050|3657031653000010|4000095889|USXP|570|4055RUPLUS|USXP|A|0
2|7723|4055RUPLUS|4000097607|2016-02-16|2016-02-16|2016-02-16|3019550304000010|570|Z1AA|Z2|ISS|3019550304000010|3657035523000010|4000097607|UT2J|570|4055RUPLUS|UT2J|A|0
2|7742|4055RUPLUS|4000097698|2016-02-16|2016-02-16|2016-02-16|3019532414000010|330|Z1AA|Z1|CPU|3019532414000010|3657009333000010|4000097698|UT2J|330|4055RUPLUS|UT2J|A|0
2|31594|4055RUPLUS|4000226804|2016-02-17|2016-02-17|2016-02-17|3019500132000010|570|Z1AA|Z2|ISS|3019500132000010|3657041087000010|4000226804|UT52|570|4055RUPLUS|UT52|A|0
2|55509|4055RUPLUS|6100114129|2016-02-15|2016-02-15|2016-02-15|3019525837000010|570|Z1AA|Z2|ISS|3019525837000010|3657018325000010|6100114129|USG8|570|4055RUPLUS|USG8|A|0
2|55715|4055RUPLUS|6100124190|2016-02-17|2016-02-17|2016-02-17|3019540514000010|540|Z1AA|Z1|CPU|3019540514000010|3657018911000010|6100124190|USA9|540|4055RUPLUS|USA9|A|0
2|8440|4055RUPLUS|4000106613|2016-02-18|2016-02-18|2016-02-18|3019482483000010|480|Z1AA|Z1|CPU|3019482483000010|3656946912000010|4000106613|USQ4|480|4055RUPLUS|USQ4|A|0
2|8439|4055RUPLUS|4000106613|2016-02-16|2016-02-16|2016-02-16|3019482482000010|480|Z1AA|Z1|CPU|3019482482000010|3656946914000010|4000106613|USQ4|480|4055RUPLUS|USQ4|A|0
2|8542|4055RUPLUS|4000107156|2016-02-16|2016-02-15|2016-02-16|3019533358000020|540|Z1AA|Z2|ISS|3019533358000020|3657042502000010|4000107156|UT3L|540|4055RUPLUS|UT3L|A|0
2|8835|4055RUPLUS|4000109092|2016-02-15|2016-02-15|2016-02-15|3019527596000010|570|Z1AA|Z2|ISS|3019527596000010|3657018880000010|4000109092|USQ4|570|4055RUPLUS|USQ4|A|0
2|8935|4055RUPLUS|4000109892|2016-02-16|2016-02-16|2016-02-16|3019527770000050|570|Z1AA|Z2|ISS|3019527770000050|3657035355000010|4000109892|UT2J|570|4055RUPLUS|UT2J|A|0
2|9207|4055RUPLUS|4000111704|2016-02-16|2016-02-16|2016-02-16|3019549682000001|570|Z1AA|Z2|ISS|3019549682000001|3657035463000010|4000111704|UT74|570|4055RUPLUS|UT74|A|0
2|10238|4055RUPLUS|4000118244|2016-02-17|2016-02-17|2016-02-17|3019524904000010|570|Z1AA|Z2|ISS|3019524904000010|3657041263000010|4000118244|US8X|570|4055RUPLUS|US8X|A|0
0|0|4055RUPLUS|4000118601|2016-02-19|2016-02-19|2016-02-19|3019558072000010|570|Z1AA|Z1|CPU|3019558072000010|3657043141000010|4000118601|UT3E|570|4055RUPLUS||A|0
0|0|4055RUPLUS|4000118604|2016-02-15|2016-02-15|2016-02-15|3019524030000010|570|Z1AA|Z1|CPU|3019524030000010|3656999187000010|4000118604|UT3E|570|4055RUPLUS||A|0
2|10316|4055RUPLUS|4000118826|2016-02-19|2016-02-19|2016-02-19|3019527228000030|570|Z1AA|Z2|ISS|3019527228000030|3657018949000010|4000118826|USQ4|570|4055RUPLUS|USQ4|A|0
2|10366|4055RUPLUS|4000119294|2016-02-15|2016-02-15|2016-02-15|3019533988000010|570|Z1AA|Z2|ISS|3019533988000010|3657024348000010|4000119294|USXA|570|4055RUPLUS|USXA|A|0
2|10367|4055RUPLUS|4000119294|2016-02-16|2016-02-16|2016-02-16|3019533994000010|570|Z1AA|Z2|ISS|3019533994000010|3657035378000010|4000119294|USXA|570|4055RUPLUS|USXA|A|0
2|176|4055RUNEW|4000120457|2016-02-17|2016-02-16|2016-02-17|3019555870000010|320|Z1AA|Z1|CPU|3019555870000010|3657040522000010|4000120457|USCE|320|4055RUNEW|USCE|A|0
2|175|4055RUNEW|4000120457|2016-02-16|2016-02-15|2016-02-16|3019555784000010|320|Z1AA|Z1|CPU|3019555784000010|3657040524000010|4000120457|USCE|320|4055RUNEW|USCE|A|0
2|176|4055RUNEW|4000120457|2016-02-17|2016-02-16|2016-02-17|3019555884000010|320|Z1AA|Z1|CPU|3019555884000010|3657040930000010|4000120457|USCE|320|4055RUNEW|USCE|A|0
2|6747|4055RUPLUS|4000090683|2016-02-17|2016-02-17|2016-02-17|3019526581000400|570|Z1AA|Z1|CPU|3019526581000400|3657001575000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0
2|6747|4055RUPLUS|4000090683|2016-02-17|2016-02-17|2016-02-17|3019526581000410|570|Z1AA|Z1|CPU|3019526581000410|3657001577000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0
2|6748|4055RUPLUS|4000090683|2016-02-18|2016-02-18|2016-02-18|3019526581000130|570|Z1AA|Z1|CPU|3019526581000130|3657001584000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0
2|6748|4055RUPLUS|4000090683|2016-02-18|2016-02-18|2016-02-18|3019526581000690|570|Z1AA|Z1|CPU|3019526581000690|3657001594000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0
0|0|4055RUPLUS|4000090683|2016-02-20|2016-02-20|2016-02-20|3019526581000620|570|Z1AA|Z1|CPU|3019526581000620|3657001607000010|4000090683|USZX|570|4055RUPLUS||A|0
0|0|4055RUPLUS|4000090683|2016-02-20|2016-02-20|2016-02-20|3019526581000700|570|Z1AA|Z1|CPU|3019526581000700|3657001610000010|4000090683|USZX|570|4055RUPLUS||A|0
2|6744|4055RUPLUS|4000090683|2016-02-15|2016-02-15|2016-02-15|3019550219000090|570|Z1AA|Z2|ISS|3019550219000090|3657032235000010|4000090683|USE1|570|4055RUPLUS|USE1|A|0
2|6787|4055RUPLUS|4000090907|2016-02-17|2016-02-17|2016-02-17|3019527404000020|570|Z1AA|Z2|ISS|3019527404000020|3657041389000010|4000090907|USNY|570|4055RUPLUS|USNY|A|0
2|6808|4055RUPLUS|4000091005|2016-02-16|2016-02-16|2016-02-16|3019526584000020|570|Z1AA|Z2|ISS|3019526584000020|3657031821000010|4000091005|USZY|570|4055RUPLUS|USZY|A|0
0|0|4055RUPLUS|4000092332|2016-02-15|2016-02-13|2016-02-15|3019464790000010|570|Z1AA|Z2|ISS|3019464790000010|3657018751000010|4000092332|USG5|570|4055RUPLUS||A|0
2|64276|4055RUPLUS|6100775469|2016-02-16|2016-02-16|2016-02-16|3019526597000020|570|Z1AA|Z2|ISS|3019526597000020|3657035650000010|6100775469|USFK|570|4055RUPLUS|USFK|A|0
2|64333|4055RUPLUS|6100779081|2016-02-15|2016-02-15|2016-02-15|3019527082000020|570|Z1AA|Z2|ISS|3019527082000020|3657029206000010|6100779081|UST1|570|4055RUPLUS|UST1|A|0
2|3478|4055RUPLUS|4000060808|2016-02-15|2016-02-15|2016-02-15|3019527612000010|570|Z1AA|Z1|CPU|3019527612000010|3657005438000010|4000060808|USH3|570|4055RUPLUS|USH3|A|0
2|3507|4055RUPLUS|4000061191|2016-02-15|2016-02-15|2016-02-15|3019526631000020|570|Z1AA|Z2|ISS|3019526631000020|3657024611000010|4000061191|UT35|570|4055RUPLUS|UT35|A|0
0|0|4055RUPLUS|4000061823|2016-02-16|2016-02-16|2016-02-16|3019528273000040|570|Z1AA|Z1|CPU|3019528273000040|3657006000000010|4000061823|USWH|570|4055RUPLUS||A|0
2|3538|4055RUPLUS|4000061823|2016-02-18|2016-02-18|2016-02-18|3019528273000060|570|Z1AA|Z1|CPU|3019528273000060|3657006013000010|4000061823|USWH|570|4055RUPLUS|USWH|A|0
0|0|4055RUPLUS|4000061823|2016-02-18|2016-02-18|2016-02-18|3019528273000090|570|Z1AA|Z1|CPU|3019528273000090|3657006018000010|4000061823|USWH|570|4055RUPLUS||A|0
2|3729|4055RUPLUS|4000063670|2016-02-15|2016-02-15|2016-02-15|3019527553000190|570|Z1AA|Z1|CPU|3019527553000190|3657005388000010|4000063670|UT43|570|4055RUPLUS|UT43|A|0
2|3730|4055RUPLUS|4000063670|2016-02-16|2016-02-16|2016-02-16|3019527553000030|570|Z1AA|Z1|CPU|3019527553000030|3657005396000010|4000063670|UT43|570|4055RUPLUS|UT43|A|0
2|3754|4055RUPLUS|4000063830|2016-02-16|2016-02-16|2016-02-16|3019526707000210|570|Z1AA|Z2|ISS|3019526707000210|3657017065000010|4000063830|USZA|570|4055RUPLUS|USZA|A|0
2|3755|4055RUPLUS|4000063830|2016-02-17|2016-02-17|2016-02-17|3019526707000030|570|Z1AA|Z2|ISS|3019526707000030|3657017067000010|4000063830|USZA|570|4055RUPLUS|USZA|A|0
2|3764|4055RUPLUS|4000063888|2016-02-16|2016-02-16|2016-02-16|3019557318000010|570|Z1AA|Z2|ISS|3019557318000010|3657042789000010|4000063888|USFD|570|4055RUPLUS|USFD|A|0
2|3938|4055RUPLUS|4000065250|2016-02-15|2016-02-15|2016-02-15|3019541866000010|540|Z1AA|Z2|ISS|3019541866000010|3657024409000010|4000065250|USG8|540|4055RUPLUS|USG8|A|0
