STATUS|SM_RECORD|CO_ITEM|LOC|SHIPDATE|SCHEDSHIPDATE|SCHEDARRIVDATE|CO_ORDERID|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|U_DMDGROUP_CODE|VL_ORDERID|LOADID|VLL_DEST|VLL_SOURCE|VLL_QTY|VLL_ITEM|ASSIGNED_PLANT|U_OVERALLSTS|P1|FIRMSW|SM417_RECNUM|SM417_EFF|SOURCING|MINLEADTIME|DUR
5|65889|4001AI|6100104737|2016-02-27|2016-02-27|2016-02-27|3129203697000240|450|Z1BA|Z2|COL|3129203697000240|3750368613000010|USQM|6100104737|450|4001AI|USQM|A|0|0|65906|27-FEB-16|COL9DEL|0|1440
5|77903|4001AI|6100105022|2016-02-23|2016-02-23|2016-02-23|3129251270000020|450|Z1BA|Z2|COL|3129251270000020|3750371703000010|USYH|6100105022|450|4001AI|USYH|A|0|0|78016|23-FEB-16|COL9DEL|0|1440
5|25691|4001AI|6100105022|2016-02-23|2016-02-23|2016-02-23|3129251270000030|450|Z1BA|Z2|COL|3129251270000030|3750371705000010|USFD|6100105022|450|4001AI|USFD|A|0|0|25717|23-FEB-16|COL9DEL|0|1440
0|0|4055RUPLUS|6100106334|2016-02-24|2016-02-24|2016-02-24|3019584292000010|570|Z1AA|Z2|ISS|3019584292000010|3657108458000010|6100106334|US4J|570|4055RUPLUS||A|0|0|0||UNMET|0|0
2|171266|4055RUPLUS|6100107994|2016-03-02|2016-03-02|2016-03-02|3019612021000050|570|Z1AA|Z1|CPU|3019612021000050|3657109741000010|6100107994|USQ4|570|4055RUPLUS|USQ4|A|0|0|171513|02-MAR-16|ISS9DEL|0|1440
5|28394|4001AI|4000222661|2016-02-25|2016-02-25|2016-02-25|3129203998000080|450|Z1BA|Z2|COL|3129203998000080|3750340745000010|USG5|4000222661|450|4001AI|USG5|A|0|0|28418|25-FEB-16|COL9DEL|0|1440
2|118550|4055RUNEW|6100151294|2016-02-25|2016-02-24|2016-02-25|3019569896000480|570|Z1AA|Z2|ISS|3019569896000480|3657096696000010|6100151294|USQW|570|4055RUNEW|USQW|A|0|0|118748|24-FEB-16|ISS9DEL|1440|1440
5|26797|4001AI|6100326392|2016-02-26|2016-02-26|2016-02-26|3129202823000040|450|Z1BA|Z2|COL|3129202823000040|3750356431000010|USFK|6100326392|450|4001AI|USFK|A|0|0|26823|26-FEB-16|COL9DEL|0|1440
5|94531|4001AI|6100326524|2016-02-23|2016-02-23|2016-02-23|3129248717000010|450|Z1BA|Z2|COL|3129248717000010|3750369742000010|UT2W|6100326524|450|4001AI|UT2W|A|0|0|94674|23-FEB-16|COL9DEL|0|1440
5|87665|4001AI|6100326677|2016-02-23|2016-02-23|2016-02-23|3129240607000010|450|Z1BA|Z2|COL|3129240607000010|3750359465000010|UT2J|6100326677|450|4001AI|UT2J|A|0|0|87805|23-FEB-16|COL9DEL|0|1440
5|41879|4001AI|6100327122|2016-02-24|2016-02-24|2016-02-24|3129203478000030|450|Z1BA|Z2|COL|3129203478000030|3750329801000010|USIR|6100327122|450|4001AI|USIR|A|0|0|41955|24-FEB-16|COL9DEL|0|1440
5|36954|4001AI|6100327131|2016-02-24|2016-02-24|2016-02-24|3129203715000020|450|Z1BA|Z2|COL|3129203715000020|3750329740000010|USI7|6100327131|450|4001AI|USI7|A|0|0|37027|24-FEB-16|COL9DEL|0|1440
